Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [946] testing::internal::ForkingDeathTest::ForkingDeathTest(char const*, testing::Matcher<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>) [2171] std::__detail::_Hashtable_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__detail::_Identity, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<true, true, true> >::_M_equals(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>*) const [3321] std::_Niter_base<testing::internal::edit_distance::EditType*>::iterator_type std::__niter_base<testing::internal::edit_distance::EditType*>(testing::internal::edit_distance::EditType*)
 [947] testing::internal::ForkingDeathTest::~ForkingDeathTest() [2172] std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, false, true>::_M_transform_impl(char, std::integral_constant<bool, true>) const [3322] std::_Niter_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::iterator_type std::__niter_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [948] testing::internal::ForkingDeathTest::~ForkingDeathTest() [2173] std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, true, true>::_M_translate(char) const [3323] std::_Niter_base<testing::Environment**>::iterator_type std::__niter_base<testing::Environment**>(testing::Environment**)
 [949] testing::internal::InDeathTestChild() [2174] std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, true, true>::_M_transform_impl(char, std::integral_constant<bool, true>) const [3324] std::_Niter_base<testing::TestEventListener**>::iterator_type std::__niter_base<testing::TestEventListener**>(testing::TestEventListener**)
 [950] testing::internal::IsPrintableAscii(char32_t) [2175] std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [3325] std::_Niter_base<testing::TestInfo**>::iterator_type std::__niter_base<testing::TestInfo**>(testing::TestInfo**)
 [951] testing::internal::PrintU16StringTo(std::__cxx11::basic_string<char16_t, std::char_traits<char16_t>, std::allocator<char16_t> > const&, std::ostream*) [2176] std::__detail::_Prime_rehash_policy::_M_state() const [3326] std::_Niter_base<testing::TestSuite**>::iterator_type std::__niter_base<testing::TestSuite**>(testing::TestSuite**)
 [952] testing::internal::PrintU32StringTo(std::__cxx11::basic_string<char32_t, std::char_traits<char32_t>, std::allocator<char32_t> > const&, std::ostream*) [2177] std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::regex_traits<char>, true>::_M_word_boundary() const [3327] std::_Niter_base<char**>::iterator_type std::__niter_base<char**>(char**)
 [953] testing::internal::SuiteApiResolver<PIMBenchFixture>::GetSetUpCaseOrSuite(char const*, int) [2178] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::__detail::_Identity::operator()<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) const [3328] std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*)
 [954] testing::internal::SuiteApiResolver<PIMBenchFixture>::GetTearDownCaseOrSuite(char const*, int) [2179] std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [3329] std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*)
 [955] testing::internal::SuiteApiResolver<PIMKernelFixture>::GetSetUpCaseOrSuite(char const*, int) [2180] std::ios_base::flags() const [3330] std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*)
 [956] testing::internal::SuiteApiResolver<PIMKernelFixture>::GetTearDownCaseOrSuite(char const*, int) [2181] std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [3331] std::_Niter_base<std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_type std::__niter_base<std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
 [957] testing::internal::SuiteApiResolver<MemBandwidthFixture>::GetSetUpCaseOrSuite(char const*, int) [2182] std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) const [3332] std::_Niter_base<std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_type std::__niter_base<std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
 [958] testing::internal::SuiteApiResolver<MemBandwidthFixture>::GetTearDownCaseOrSuite(char const*, int) [2183] std::type_info::operator==(std::type_info const&) const [3333] std::setprecision(int)
 [959] testing::internal::SuiteApiResolver<testing::internal::(anonymous namespace)::FailureTest>::GetSetUpCaseOrSuite(char const*, int) [2184] std::allocator<testing::TestProperty>::allocator() [3334] void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::vector<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, long, std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::vector<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, long, long, std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [960] testing::internal::SuiteApiResolver<testing::internal::(anonymous namespace)::FailureTest>::GetTearDownCaseOrSuite(char const*, int) [2185] std::allocator<testing::TestProperty>::~allocator() [3335] void std::__adjust_heap<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, long, char, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, long, long, char, __gnu_cxx::__ops::_Iter_less_iter)
 [961] testing::internal::UniversalPrinter<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::Print(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::ostream*) [2186] std::allocator<testing::TestPartResult>::allocator() [3336] testing::internal::edit_distance::EditType* std::__copy_move_a<false, testing::internal::edit_distance::EditType const*, testing::internal::edit_distance::EditType*>(testing::internal::edit_distance::EditType const*, testing::internal::edit_distance::EditType const*, testing::internal::edit_distance::EditType*)
 [962] testing::internal::UniversalPrinter<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > >::Print(std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&, std::ostream*) [2187] std::allocator<testing::TestPartResult>::~allocator() [3337] double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
 [963] testing::internal::WideStringToUtf8[abi:cxx11](wchar_t const*, int) [2188] std::allocator<testing::internal::edit_distance::EditType>::allocator(std::allocator<testing::internal::edit_distance::EditType> const&) [3338] testing::internal::edit_distance::EditType* std::__copy_move_a<true, testing::internal::edit_distance::EditType*, testing::internal::edit_distance::EditType*>(testing::internal::edit_distance::EditType*, testing::internal::edit_distance::EditType*, testing::internal::edit_distance::EditType*)
 [964] testing::internal::AppendUserMessage(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, testing::Message const&) [2189] std::allocator<testing::internal::edit_distance::EditType>::allocator() [3339] std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__copy_move_a<true, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
 [965] testing::internal::GetCapturedStderr[abi:cxx11]() [2190] std::allocator<testing::internal::edit_distance::EditType>::~allocator() [3340] std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__copy_move_a<true, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
 [966] testing::internal::GetCapturedStdout[abi:cxx11]() [2191] std::allocator<testing::internal::TraceInfo>::allocator() [3341] testing::Environment** std::__copy_move_a<true, testing::Environment**, testing::Environment**>(testing::Environment**, testing::Environment**, testing::Environment**)
 [967] testing::internal::GetNextRandomSeed(int) [2192] std::allocator<testing::internal::TraceInfo>::~allocator() [3342] testing::TestEventListener** std::__copy_move_a<true, testing::TestEventListener**, testing::TestEventListener**>(testing::TestEventListener**, testing::TestEventListener**, testing::TestEventListener**)
 [968] testing::internal::Int32FromEnvOrDie(char const*, int) [2193] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [3343] testing::TestInfo** std::__copy_move_a<true, testing::TestInfo**, testing::TestInfo**>(testing::TestInfo**, testing::TestInfo**, testing::TestInfo**)
 [969] testing::internal::Int32FromGTestEnv(char const*, int) [2194] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator() [3344] testing::TestSuite** std::__copy_move_a<true, testing::TestSuite**, testing::TestSuite**>(testing::TestSuite**, testing::TestSuite**, testing::TestSuite**)
 [970] testing::internal::PrintWideStringTo(std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&, std::ostream*) [2195] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> > const&) [3345] char** std::__copy_move_a<true, char**, char**>(char**, char**, char**)
 [971] testing::internal::SharedPayloadBase::Unref() [2196] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [3346] int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
 [972] testing::internal::SharedPayloadBase::SharedPayloadBase() [2197] std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >::allocator() [3347] unsigned long* std::__copy_move_a<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
 [973] testing::internal::StreamingListener::FormatBool[abi:cxx11](bool) [2198] std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >::~allocator() [3348] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::move_backward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [974] testing::internal::StreamingListener::OnTestStart(testing::TestInfo const&) [2199] std::allocator<testing::Environment*>::allocator() [3349] testing::TestSuite** std::move_backward<testing::TestSuite**, testing::TestSuite**>(testing::TestSuite**, testing::TestSuite**, testing::TestSuite**)
 [975] testing::internal::StreamingListener::SocketWriter::MakeConnection() [2200] std::allocator<testing::Environment*>::~allocator() [3350] char** std::move_backward<char**, char**>(char**, char**, char**)
 [976] testing::internal::StreamingListener::SocketWriter::CloseConnection() [2201] std::allocator<testing::TestEventListener*>::allocator() [3351] testing::internal::edit_distance::EditType* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<testing::internal::edit_distance::EditType const*, std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >, testing::internal::edit_distance::EditType*>(__gnu_cxx::__normal_iterator<testing::internal::edit_distance::EditType const*, std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >, __gnu_cxx::__normal_iterator<testing::internal::edit_distance::EditType const*, std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >, testing::internal::edit_distance::EditType*)
 [977] testing::internal::StreamingListener::SocketWriter::Send(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2202] std::allocator<testing::TestEventListener*>::~allocator() [3352] double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
 [978] testing::internal::StreamingListener::SocketWriter::SocketWriter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2203] std::allocator<testing::TestInfo*>::allocator() [3353] std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
 [979] testing::internal::StreamingListener::SocketWriter::~SocketWriter() [2204] std::allocator<testing::TestInfo*>::~allocator() [3354] std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::insert_iterator<std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >)
 [980] testing::internal::StreamingListener::SocketWriter::~SocketWriter() [2205] std::allocator<testing::internal::ParameterizedTestSuiteInfoBase*>::allocator() [3355] __gnu_cxx::__normal_iterator<testing::TestEventListener**, std::vector<testing::TestEventListener*, std::allocator<testing::TestEventListener*> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<testing::TestEventListener**, std::vector<testing::TestEventListener*, std::allocator<testing::TestEventListener*> > >, __gnu_cxx::__normal_iterator<testing::TestEventListener**, std::vector<testing::TestEventListener*, std::allocator<testing::TestEventListener*> > > >(__gnu_cxx::__normal_iterator<testing::TestEventListener**, std::vector<testing::TestEventListener*, std::allocator<testing::TestEventListener*> > >, __gnu_cxx::__normal_iterator<testing::TestEventListener**, std::vector<testing::TestEventListener*, std::allocator<testing::TestEventListener*> > >, __gnu_cxx::__normal_iterator<testing::TestEventListener**, std::vector<testing::TestEventListener*, std::allocator<testing::TestEventListener*> > >)
 [981] testing::internal::StreamingListener::OnTestSuiteEnd(testing::TestSuite const&) [2206] std::allocator<testing::internal::ParameterizedTestSuiteInfoBase*>::~allocator() [3356] testing::internal::edit_distance::EditType* std::__copy_move_a2<true, testing::internal::edit_distance::EditType*, testing::internal::edit_distance::EditType*>(testing::internal::edit_distance::EditType*, testing::internal::edit_distance::EditType*, testing::internal::edit_distance::EditType*)
 [982] testing::internal::StreamingListener::OnTestPartResult(testing::TestPartResult const&) [2207] std::allocator<testing::TestSuite*>::allocator() [3357] testing::Environment** std::__copy_move_a2<true, testing::Environment**, testing::Environment**>(testing::Environment**, testing::Environment**, testing::Environment**)
 [983] testing::internal::StreamingListener::OnTestProgramEnd(testing::UnitTest const&) [2208] std::allocator<testing::TestSuite*>::~allocator() [3358] testing::TestEventListener** std::__copy_move_a2<true, testing::TestEventListener**, testing::TestEventListener**>(testing::TestEventListener**, testing::TestEventListener**, testing::TestEventListener**)
 [984] testing::internal::StreamingListener::OnTestSuiteStart(testing::TestSuite const&) [2209] std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> > const&) [3359] testing::TestInfo** std::__copy_move_a2<true, testing::TestInfo**, testing::TestInfo**>(testing::TestInfo**, testing::TestInfo**, testing::TestInfo**)
 [985] testing::internal::StreamingListener::OnTestIterationEnd(testing::UnitTest const&, int) [2210] std::allocator<std::__detail::_Hash_node_base*>::~allocator() [3360] testing::TestSuite** std::__copy_move_a2<true, testing::TestSuite**, testing::TestSuite**>(testing::TestSuite**, testing::TestSuite**, testing::TestSuite**)
 [986] testing::internal::StreamingListener::OnTestProgramStart(testing::UnitTest const&) [2211] std::allocator<char*>::allocator() [3361] char** std::__copy_move_a2<true, char**, char**>(char**, char**, char**)
 [987] testing::internal::StreamingListener::AbstractSocketWriter::CloseConnection() [2212] std::allocator<char*>::~allocator() [3362] int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*)
 [988] testing::internal::StreamingListener::AbstractSocketWriter::SendLn(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2213] std::allocator<std::_List_node<std::pair<char, char const*> > >::allocator() [3363] unsigned long* std::__copy_move_a2<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
 [989] testing::internal::StreamingListener::AbstractSocketWriter::AbstractSocketWriter() [2214] std::allocator<std::_List_node<std::pair<char, char const*> > >::~allocator() [3364] void std::__alloc_on_move<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
 [990] testing::internal::StreamingListener::AbstractSocketWriter::~AbstractSocketWriter() [2215] std::allocator<std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocator() [3365] void std::__alloc_on_move<std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> > >(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >&, std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >&)
 [991] testing::internal::StreamingListener::AbstractSocketWriter::~AbstractSocketWriter() [2216] std::allocator<std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~allocator() [3366] void std::__alloc_on_swap<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
 [992] testing::internal::StreamingListener::OnTestIterationStart(testing::UnitTest const&, int) [2217] std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, testing::internal::TypeParameterizedTestSuiteRegistry::TypeParameterizedTestSuiteInfo> > >::allocator() [242] void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::vector<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::vector<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, __gnu_cxx::__normal_iterator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::vector<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, __gnu_cxx::__ops::_Iter_less_iter)
 [993] testing::internal::StreamingListener::Start() [2218] std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, testing::internal::TypeParameterizedTestSuiteRegistry::TypeParameterizedTestSuiteInfo> > >::~allocator() [220] void std::__insertion_sort<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_less_iter)
